發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,安全帽,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
111,2,25,11,29,2,04大安區,大安區忠孝東路3段與建國南路1段口,0,0,1,2,C03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,1,12,2,31,2,9,3,4,7,9,1,10,2,14,,25,25,1,22,9,121.5367123,25.04186619
111,2,25,11,44,2,04大安區,大安區羅斯福路5段與基隆路4段口,0,0,1,1,F03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,17,1,58,2,9,1,1,7,15,8,20,1,16,,23,23,1,22,9,121.5374475,25.01111907
111,2,25,11,44,2,04大安區,大安區羅斯福路5段與基隆路4段口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,17,1,69,3,10,1,1,7,9,1,10,1,12,,44,23,1,22,9,121.5374475,25.01111907
111,2,25,11,50,2,06松山區,松山區健康路248號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,2,14,1,54,3,10,3,4,7,2,1,8,1,7,,12,12,1,22,9,121.5623298,25.05402093
111,2,25,11,50,2,06松山區,松山區健康路248號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,2,14,2,59,2,9,3,4,7,9,1,10,1,12,,44,12,1,22,9,121.5623298,25.05402093
111,2,25,12,0,2,04大安區,大安區羅斯福路4段與羅斯福路4段123巷口,0,0,1,1,B12,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,1,47,3,10,1,1,7,1,1,6,1,15,,19,19,1,22,9,121.5375044,25.01018416
111,2,25,12,0,2,04大安區,大安區羅斯福路4段與羅斯福路4段123巷口,0,0,1,2,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,1,72,2,9,1,1,7,9,1,10,1,15,,44,19,1,22,9,121.5375044,25.01018416
111,2,25,12,6,2,09北投區,北投區中央北路4段577巷1弄口,0,0,1,1,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,3,1,41,3,10,1,1,7,9,3,18,11,11,,15,15,2,22,9,121.4669302,25.12688298
111,2,25,12,6,2,09北投區,北投區中央北路4段577巷1弄口,0,0,1,2,H01,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,3,1,9,2,9,1,1,8,16,8,20,1,16,,67,15,1,22,9,121.4669302,25.12688298
111,2,25,12,20,2,10文山區,文山區興隆路2段與興隆路2段95巷口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,1,44,3,10,1,1,7,5,1,8,2,6,,6,6,1,22,9,121.5471856,24.99935513
111,2,25,12,20,2,10文山區,文山區興隆路2段與興隆路2段95巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,2,19,2,9,1,1,7,9,1,10,2,11,,13,6,1,22,9,121.5471856,24.99935513
111,2,25,12,20,2,10文山區,文山區興隆路2段與興隆路2段95巷口,0,0,1,3,H02,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,2,20,3,10,1,5,7,21,8,20,10,16,,67,6,1,22,9,121.5471856,24.99935513
111,2,25,12,22,2,07信義區,信義區莊敬路325巷28號,0,0,2,1,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,2,13,2,64,2,9,1,1,7,9,1,10,1,11,,16,16,1,22,9,121.5641048,25.02838369
111,2,25,12,22,2,07信義區,信義區莊敬路325巷28號,0,0,2,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,2,13,1,25,3,10,1,1,7,9,1,10,1,13,,44,16,1,22,9,121.5641048,25.02838369
111,2,25,12,22,2,07信義區,信義區莊敬路325巷28號,0,0,2,3,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,2,13,1,20,2,8,1,1,7,9,1,10,1,11,,16,16,1,22,9,121.5641048,25.02838369
111,2,25,12,22,2,07信義區,信義區莊敬路325巷28號,0,0,2,4,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,2,13,2,28,3,10,1,1,7,9,1,10,1,13,,44,16,1,22,9,121.5641048,25.02838369
111,2,25,12,38,2,08士林區,士林區中山北路6段27號,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,2,27,3,10,1,1,7,9,1,8,1,1,,43,43,1,22,9,121.525038,25.10358448
111,2,25,12,38,2,08士林區,士林區中山北路6段27號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,57,2,8,1,1,7,14,1,10,1,13,,44,43,1,22,9,121.525038,25.10358448
111,2,25,12,38,2,08士林區,士林區中山北路6段27號,0,0,1,3,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,2,50,3,10,1,1,7,14,1,8,1,3,,44,43,1,22,9,121.525038,25.10358448
111,2,25,12,42,2,04大安區,大安區市民大道3段與復興南路1段口,0,0,2,1,C03,8,1,5,0,14,9,1,5,4,5,7,2,1,10,5,5,2,13,1,31,2,9,1,1,7,9,1,10,2,11,,16,16,1,22,9,121.543723,25.04461136
111,2,25,12,42,2,04大安區,大安區市民大道3段與復興南路1段口,0,0,2,2,C03,8,1,5,0,14,9,1,5,4,5,7,2,1,10,5,5,2,13,1,43,2,9,1,1,7,12,1,10,2,13,,44,16,1,22,9,121.543723,25.04461136
111,2,25,12,58,2,03中山區,中山區濱江街169號,0,0,1,2,C03,7,1,5,0,14,9,1,3,4,5,7,1,1,1,3,5,1,17,1,25,2,9,1,1,7,7,1,10,1,12,,42,34,1,22,9,121.5385679,25.0726519
111,2,25,12,58,2,03中山區,中山區濱江街169號,0,0,1,1,G04,7,1,5,0,14,9,1,3,4,5,7,1,1,1,3,5,1,17,4,,4,11,3,4,7,15,7,19,11,15,,34,34,2,22,9,121.5385679,25.0726519
111,2,25,13,40,2,12內湖區,內湖區行善路25巷與行善路口,0,0,1,1,B01,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,2,16,1,62,3,10,1,1,7,5,1,4,1,8,,6,6,1,22,9,121.5756365,25.05656721
111,2,25,13,40,2,12內湖區,內湖區行善路25巷與行善路口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,2,16,1,44,2,9,1,1,7,9,6,10,1,12,,44,6,1,22,9,121.5756365,25.05656721
111,2,25,14,11,2,01大同區,大同區承德路1段與長安西路口,0,0,1,1,B12,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,1,34,3,10,3,4,7,6,1,4,1,5,,9,9,1,22,9,121.5171558,25.05083918
111,2,25,14,11,2,01大同區,大同區承德路1段與長安西路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,1,19,2,8,3,4,7,9,1,10,1,11,,44,9,1,22,9,121.5171558,25.05083918
111,2,25,15,25,2,05中正區,中正區中山南路與仁愛路1段口,0,0,1,1,C03,7,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,1,19,2,8,1,1,7,7,1,10,2,14,,7,7,1,22,9,121.5179172,25.03937705
111,2,25,15,25,2,05中正區,中正區中山南路與仁愛路1段口,0,0,1,2,B01,7,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,1,43,3,10,1,1,7,9,1,3,2,6,,44,7,1,22,9,121.5179172,25.03937705
111,2,25,15,26,2,12內湖區,內湖區金龍路與金龍路213巷口口,0,0,1,1,C03,7,1,5,50,3,1,1,4,4,5,7,2,1,5,4,4,2,11,1,29,2,7,1,1,7,9,1,10,1,11,,23,23,1,22,9,121.5871738,25.08796162
111,2,25,15,26,2,12內湖區,內湖區金龍路與金龍路213巷口口,0,0,1,2,B12,7,1,5,50,3,1,1,4,4,5,7,2,1,5,4,4,2,11,1,27,3,10,1,1,7,14,1,8,1,5,,44,23,1,22,9,121.5871738,25.08796162
111,2,25,15,28,2,07信義區,信義區永吉路204號,0,0,1,2,C03,8,1,5,0,14,8,1,5,4,5,7,4,4,1,4,4,2,2,1,26,3,10,1,1,7,9,3,18,1,11,,23,54,1,22,9,121.5728332,25.04548802
111,2,25,15,28,2,07信義區,信義區永吉路204號,0,0,1,1,H01,8,1,5,0,14,8,1,5,4,5,7,4,4,1,4,4,2,2,2,56,2,9,4,5,8,16,8,20,10,16,,54,54,1,22,9,121.5728332,25.04548802
111,2,25,16,22,2,05中正區,中正區林森南路與青島東路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,4,2,17,1,42,3,10,1,1,7,5,1,8,2,2,,6,6,1,22,9,121.5230004,25.04362
111,2,25,16,22,2,05中正區,中正區林森南路與青島東路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,4,2,17,1,34,2,9,1,1,7,9,1,10,2,11,,44,6,1,22,9,121.5230004,25.04362
111,2,25,16,50,2,07信義區,信義區松德路168巷12弄15號,0,0,1,1,B03,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,1,26,3,10,1,1,7,1,1,8,1,4,,19,19,1,22,9,121.573589,25.03718561
111,2,25,16,50,2,07信義區,信義區松德路168巷12弄15號,0,0,1,2,C03,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,1,65,2,9,1,1,7,9,1,10,1,11,,13,19,1,22,9,121.573589,25.03718561
111,2,25,16,50,2,07信義區,信義區松廉路與松智路口,0,0,1,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,2,50,3,10,4,5,7,19,8,20,10,16,,56,38,1,22,9,121.5653733,25.03436063
111,2,25,16,50,2,07信義區,信義區松廉路與松智路口,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,48,3,10,1,1,7,14,1,1,1,2,,38,38,1,22,9,121.5653733,25.03436063
111,2,25,16,50,2,07信義區,信義區松廉路與松智路口,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,2,51,2,7,1,1,7,9,1,10,1,14,,44,38,1,22,9,121.5653733,25.03436063
111,2,25,17,6,2,02萬華區,萬華區成都路66號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,16,2,70,2,7,1,1,7,7,1,10,1,14,,7,7,1,22,9,121.5053662,25.04295995
111,2,25,17,6,2,02萬華區,萬華區成都路66號,0,0,1,2,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,16,1,26,3,10,1,1,7,9,1,4,1,5,,44,7,1,22,9,121.5053662,25.04295995
111,2,25,17,21,2,03中山區,中山區林森北路與德惠街口口,0,0,1,1,B02,7,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,1,32,3,10,3,4,7,6,1,8,1,2,,9,9,1,22,9,121.5256929,25.06670258
111,2,25,17,21,2,03中山區,中山區林森北路與德惠街口口,0,0,1,2,C03,7,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,1,24,2,7,1,1,7,9,1,10,1,14,,44,9,1,22,9,121.5256929,25.06670258
111,2,25,18,10,2,11南港區,南港區南港路1段與東南街口,0,0,1,1,C03,8,3,5,50,4,2,1,5,4,5,7,1,1,5,5,5,2,16,1,43,2,9,1,1,7,9,1,10,2,11,,44,44,1,22,9,121.6121105,25.0554861
111,2,25,18,10,2,11南港區,南港區南港路1段與東南街口,0,0,1,2,C04,8,3,5,50,4,2,1,5,4,5,7,1,1,5,5,5,2,16,1,35,3,10,1,1,7,11,1,10,2,12,,10,44,2,22,9,121.6121105,25.0554861
111,2,25,18,14,2,01大同區,大同區重慶北路2段與涼州街口,0,0,1,1,F03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,2,56,3,10,3,4,7,5,8,20,1,16,,8,8,1,22,9,121.5136312,25.0607873
111,2,25,18,14,2,01大同區,大同區重慶北路2段與涼州街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,1,28,2,9,3,4,7,9,1,10,1,11,,44,8,1,22,9,121.5136312,25.0607873
111,2,25,18,22,2,01大同區,大同區延平北路3段61巷與延平北路3段口,0,0,1,1,B03,8,3,5,50,3,2,1,5,4,5,7,4,4,5,4,5,2,16,2,28,3,10,3,4,7,8,1,8,2,5,,44,44,1,22,9,121.5111474,25.0655306
111,2,25,18,22,2,01大同區,大同區延平北路3段61巷與延平北路3段口,0,0,1,2,F01,8,3,5,50,3,2,1,5,4,5,7,4,4,5,4,5,2,16,2,25,2,9,3,4,7,7,8,20,2,16,,7,44,1,22,9,121.5111474,25.0655306
111,2,25,18,25,2,11南港區,南港區重陽路與興中路口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,2,1,5,5,4,2,16,1,53,3,10,3,4,7,5,1,8,2,1,,6,6,1,22,9,121.606681,25.0581199
111,2,25,18,25,2,11南港區,南港區重陽路與興中路口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,5,5,4,2,16,1,45,2,9,3,4,7,9,1,10,2,11,,23,6,1,22,9,121.606681,25.0581199
111,2,25,18,37,2,06松山區,松山區塔悠路55號,0,0,1,1,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,12,1,38,3,10,1,1,7,7,1,10,1,14,,7,7,1,22,9,121.5709564,25.05099928
111,2,25,18,37,2,06松山區,松山區塔悠路55號,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,12,2,36,2,9,1,1,7,9,1,10,1,12,,44,7,1,22,9,121.5709564,25.05099928
111,2,25,18,40,2,03中山區,中山區民權東路1段21號,0,0,1,1,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,13,1,28,2,9,1,1,7,9,1,10,1,11,,23,23,1,22,9,121.5241242,25.06287496
111,2,25,18,40,2,03中山區,中山區民權東路1段21號,0,0,1,2,B03,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,13,1,54,3,10,1,1,7,9,1,8,1,6,,44,23,1,22,9,121.5241242,25.06287496
111,2,25,18,45,2,05中正區,中正區中華路1段與秀山街口,0,0,1,1,B12,7,3,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,16,1,38,3,10,1,1,7,6,1,8,2,15,,9,9,1,22,9,121.5087412,25.04302364
111,2,25,18,45,2,05中正區,中正區中華路1段與秀山街口,0,0,1,2,C03,7,3,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,16,1,25,2,9,1,1,7,9,1,10,2,12,,13,9,1,22,9,121.5087412,25.04302364
111,2,25,18,47,2,01大同區,大同區寧夏路21號,0,0,1,1,C03,8,3,5,40,14,9,1,5,4,5,7,4,4,10,4,5,2,17,2,28,2,9,1,1,7,9,1,10,2,14,,42,42,1,22,9,121.5150138,25.05508376
111,2,25,18,47,2,01大同區,大同區寧夏路21號,0,0,1,2,C03,8,3,5,40,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,44,3,10,1,1,7,1,1,10,2,15,,19,42,1,22,9,121.5150138,25.05508376
111,2,25,18,50,2,05中正區,中正區南海路與惠安街口,0,0,1,1,C03,7,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,16,2,26,2,9,1,1,7,5,1,10,1,12,,25,25,1,22,9,121.5080337,25.02812253
111,2,25,18,50,2,05中正區,中正區南海路與惠安街口,0,0,1,2,B03,7,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,16,2,53,3,10,1,1,7,9,1,8,1,1,,25,25,1,22,9,121.5080337,25.02812253
111,2,25,18,57,2,08士林區,士林區華岡路2號,0,0,2,1,C01,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,20,2,8,1,1,7,11,4,10,1,14,,10,10,1,22,9,121.5437011,25.13846951
111,2,25,18,57,2,08士林區,士林區華岡路2號,0,0,2,2,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,21,2,8,1,1,7,9,1,10,1,11,,44,10,1,22,9,121.5437011,25.13846951
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,1,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,2,21,2,9,1,1,7,5,1,10,2,11,12,8,8,1,18,2,121.5494445,24.98854751
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,2,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,1,20,2,9,1,1,7,9,1,10,2,11,,13,8,1,18,2,121.5494445,24.98854751
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,3,H02,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,2,20,3,10,1,4,7,21,8,20,10,16,,67,8,1,22,9,121.5494445,24.98854751
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,4,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,1,21,3,10,3,4,7,15,1,10,11,15,,44,8,1,22,9,121.5494445,24.98854751
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,5,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,1,41,3,10,3,1,7,15,1,10,11,15,,44,8,1,22,9,121.5494445,24.98854751
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,6,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,1,69,3,10,3,1,7,15,1,10,11,15,,44,8,1,22,9,121.5494445,24.98854751
111,2,25,19,2,2,10文山區,文山區試院路8號,0,0,2,7,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,8,3,5,1,11,2,20,3,10,3,1,7,15,1,10,11,15,,44,8,1,22,9,121.5494445,24.98854751
111,2,25,19,19,2,06松山區,松山區復興北路地下道北往南距出口157米,0,0,1,1,C03,8,3,5,40,7,9,1,5,4,5,7,4,4,7,5,5,2,12,1,44,3,10,1,1,7,4,1,10,1,12,,23,23,1,22,9,121.5442361,25.0691614
111,2,25,19,19,2,06松山區,松山區復興北路地下道北往南距出口157米,0,0,1,2,C03,8,3,5,40,7,9,1,5,4,5,7,4,4,7,5,5,2,12,1,46,2,9,1,1,7,9,1,10,1,14,,44,23,1,22,9,121.5442361,25.0691614
111,2,25,19,19,2,06松山區,松山區復興北路地下道北往南距出口157米,0,0,1,3,B03,8,3,5,40,7,9,1,5,4,5,7,4,4,7,5,5,2,12,1,52,3,10,1,1,7,9,1,8,1,2,,44,23,1,22,9,121.5442361,25.0691614
111,2,25,19,22,2,03中山區,中山區復興北路與朱崙街口,0,0,1,1,B03,8,3,5,50,3,1,1,5,4,5,7,4,4,1,3,5,1,16,1,28,3,10,1,1,7,1,1,8,2,8,,19,19,1,22,9,121.5438497,25.04989195
111,2,25,19,22,2,03中山區,中山區復興北路與朱崙街口,0,0,1,2,B01,8,3,5,50,3,1,1,5,4,5,7,4,4,1,3,5,1,16,1,56,2,1,1,1,7,1,1,4,2,6,,19,19,1,22,9,121.5438497,25.04989195
111,2,25,19,30,2,03中山區,中山區大直橋往南上橋處,0,0,2,1,C03,7,3,5,50,8,9,1,5,4,5,7,4,4,1,4,5,2,12,1,53,2,9,2,4,7,9,1,10,2,11,,23,23,1,22,9,121.5443489,25.07928249
111,2,25,19,30,2,03中山區,中山區大直橋往南上橋處,0,0,2,2,C03,7,3,5,50,8,9,1,5,4,5,7,4,4,1,4,5,2,12,1,37,2,7,1,4,7,11,1,9,2,11,,44,23,1,22,9,121.5443489,25.07928249
111,2,25,19,40,2,01大同區,大同區鄭州路與環河北路1段口,0,0,1,1,A04,8,1,5,40,5,1,1,5,4,5,7,1,1,8,3,5,1,11,1,56,3,10,1,1,7,9,1,2,2,8,,26,26,1,22,9,121.5068691,25.05056117
111,2,25,19,40,2,01大同區,大同區鄭州路與環河北路1段口,0,0,1,2,C03,8,1,5,40,5,1,1,5,4,5,7,1,1,8,3,5,1,11,1,25,2,8,1,1,7,6,1,10,2,11,,44,26,1,22,9,121.5068691,25.05056117
111,2,25,19,45,2,03中山區,中山區濱江街與大直橋口,0,0,2,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,2,18,2,9,1,1,7,7,1,10,11,14,,7,7,1,22,9,121.5442246,25.072224
111,2,25,19,45,2,03中山區,中山區濱江街與大直橋口,0,0,2,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,2,25,2,9,1,1,7,9,1,10,11,12,,23,7,1,22,9,121.5442246,25.072224
111,2,25,19,58,2,06松山區,(塔悠路68號前),0,0,1,1,B01,7,1,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,17,1,61,3,10,1,1,7,6,1,4,1,5,,9,9,1,22,9,121.5700633,25.05234377
111,2,25,19,58,2,06松山區,(塔悠路68號前),0,0,1,2,C03,7,1,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,17,1,31,2,9,1,1,7,9,1,10,1,11,,13,9,1,22,9,121.5700633,25.05234377
111,2,25,20,5,2,10文山區,文山區興隆路3段112巷4弄42號旁,0,0,2,1,C03,8,3,5,30,11,9,1,5,4,5,7,4,4,9,5,5,2,10,1,71,2,9,1,1,7,9,1,10,1,11,,4,4,1,22,9,121.5561106,24.9989454
111,2,25,20,5,2,10文山區,文山區興隆路3段112巷4弄42號旁,0,0,2,2,C03,8,3,5,30,11,9,1,5,4,5,7,4,4,9,5,5,2,10,1,20,2,1,1,1,7,9,1,10,2,11,,13,4,1,22,9,121.5561106,24.9989454
111,2,25,20,26,2,05中正區,中正區中山北路1段與北平西路口,0,0,2,1,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,8,4,1,1,16,1,43,3,10,1,1,7,5,1,8,2,5,,25,25,1,22,9,121.520249,25.04725716
111,2,25,20,26,2,05中正區,中正區中山北路1段與北平西路口,0,0,2,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,8,4,1,1,16,1,23,2,2,1,1,7,9,1,10,2,11,,44,25,1,22,9,121.520249,25.04725716
111,2,25,20,26,2,05中正區,中正區中山北路1段與北平西路口,0,0,2,3,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,8,4,1,1,16,1,29,2,8,1,1,7,14,1,10,2,14,,44,25,1,22,9,121.520249,25.04725716
111,2,25,20,26,2,10文山區,文山區新光路2段(圓環),0,0,1,1,B03,8,3,5,50,3,2,5,5,4,5,7,3,1,10,5,5,1,13,1,61,3,10,3,4,7,6,1,8,2,1,,23,23,1,22,9,121.5835403,25.00033935
111,2,25,20,26,2,10文山區,文山區新光路2段(圓環),0,0,1,2,C03,8,3,5,50,3,2,5,5,4,5,7,3,1,10,5,5,1,13,2,44,2,5,3,4,7,5,1,10,2,13,,44,23,1,22,9,121.5835403,25.00033935
111,2,25,20,36,2,12內湖區,內湖區堤外便道與五分街口,0,0,2,1,C03,8,3,5,50,3,2,1,5,4,5,7,3,1,5,5,5,2,12,2,39,2,9,1,1,7,5,1,10,2,14,,8,8,1,22,9,121.6178654,25.06581028
111,2,25,20,36,2,12內湖區,內湖區堤外便道與五分街口,0,0,2,2,C03,8,3,5,50,3,2,1,5,4,5,7,3,1,5,5,5,2,12,1,32,2,9,1,1,7,9,1,10,2,12,,23,8,1,22,9,121.6178654,25.06581028
111,2,25,21,12,2,04大安區,大安區復興南路1段與仁愛路3段口,0,0,1,1,C03,8,3,5,50,4,2,1,5,4,5,7,2,1,1,4,5,2,17,1,19,2,8,1,1,7,6,1,10,2,11,,23,23,1,22,9,121.5435823,25.03818777
111,2,25,21,12,2,04大安區,大安區復興南路1段與仁愛路3段口,0,0,1,2,C03,8,3,5,50,4,2,1,5,4,5,7,2,1,1,4,5,2,17,1,26,3,10,1,1,7,6,1,10,2,13,,44,23,1,22,9,121.5435823,25.03818777
111,2,25,21,30,2,10文山區,文山區景興路42巷4弄8號前,0,0,1,1,B12,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,1,1,32,3,10,1,1,7,9,1,8,1,4,,23,23,1,22,9,121.5440788,24.99733549
111,2,25,21,30,2,10文山區,文山區景興路42巷4弄8號前,0,0,1,2,H01,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,1,2,61,2,7,4,5,8,16,8,20,10,16,,67,23,1,22,9,121.5440788,24.99733549
111,2,25,22,35,2,12內湖區,內湖區康樂街與康樂街162巷口,0,0,1,1,B03,7,3,5,50,3,1,1,5,4,5,7,4,4,7,5,5,2,16,1,34,3,10,1,1,7,7,1,2,1,4,,7,7,1,22,9,121.6194289,25.07292395
111,2,25,22,35,2,12內湖區,內湖區康樂街與康樂街162巷口,0,0,1,2,C03,7,3,5,50,3,1,1,5,4,5,7,4,4,7,5,5,2,16,2,22,2,8,1,1,7,9,1,10,1,14,,44,7,1,22,9,121.6194289,25.07292395
111,2,25,22,54,2,05中正區,中正區重慶南路1段與凱達格蘭大道口口,0,0,1,1,C03,8,3,5,50,3,2,1,5,4,5,7,2,1,9,4,4,1,13,1,34,2,9,1,1,7,9,1,10,2,11,,23,23,1,21,1,121.5129851,25.0402955
111,2,25,22,54,2,05中正區,中正區重慶南路1段與凱達格蘭大道口口,0,0,1,2,B12,8,3,5,50,3,2,1,5,4,5,7,2,1,9,4,4,1,13,1,59,3,10,1,1,7,14,1,8,2,3,,44,23,1,21,5,121.5129851,25.0402955
111,2,25,23,0,2,09北投區,北投區石牌路2段304號,0,0,2,1,C03,8,1,8,50,15,22,1,5,4,5,7,4,4,9,4,5,1,16,2,26,2,1,1,1,7,9,1,10,1,14,,43,43,1,22,9,121.5225083,25.11948852
111,2,25,23,0,2,09北投區,北投區石牌路2段304號,0,0,2,2,B01,8,1,8,50,15,22,1,5,4,5,7,4,4,9,4,5,1,16,1,50,3,10,1,1,7,9,1,4,1,8,,43,43,1,22,9,121.5225083,25.11948852
111,2,25,23,0,2,09北投區,北投區石牌路2段304號,0,0,2,3,H02,8,1,8,50,15,22,1,5,4,5,7,4,4,9,4,5,1,16,1,22,2,8,4,5,7,20,8,20,10,16,,67,43,1,22,9,121.5225083,25.11948852
111,2,25,23,7,2,03中山區,中山區長春路26號,0,0,1,1,B03,8,3,5,50,14,7,1,5,4,5,7,4,4,8,3,4,1,17,1,42,3,10,1,1,7,11,1,8,2,8,,10,10,1,22,9,121.5245428,25.05491447
111,2,25,23,7,2,03中山區,中山區長春路26號,0,0,1,2,C03,8,3,5,50,14,7,1,5,4,5,7,4,4,8,3,4,1,17,1,62,2,9,1,1,7,9,1,10,2,12,,44,10,1,22,9,121.5245428,25.05491447
111,2,25,23,7,2,03中山區,中山區長春路26號,0,0,1,3,C03,8,3,5,50,14,7,1,5,4,5,7,4,4,8,3,4,1,17,3,,,,,,,,,,,,,67,10,1,,,121.5245428,25.05491447
111,2,25,23,7,2,03中山區,中山區長春路26號,0,0,1,4,C03,8,3,5,50,14,7,1,5,4,5,7,4,4,8,3,4,1,17,3,,,,,,,,,,,,,67,10,1,,,121.5245428,25.05491447
111,2,25,23,7,2,03中山區,中山區長春路26號,0,0,1,5,C03,8,3,5,50,14,7,1,5,4,5,7,4,4,8,3,4,1,17,3,,,,,,,,,,,,,67,10,1,,,121.5245428,25.05491447
