發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,安全帽,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
111,7,23,12,16,2,04大安區,大安區羅斯福路3段283巷與羅斯福路3段283巷9弄口,0,0,2,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,9,5,5,2,15,2,58,2,9,4,5,7,20,8,20,10,16,,67,6,1,22,9,121.5316541,25.0189196
111,7,23,12,26,2,12內湖區,內湖區環山路1段25號對面,0,0,1,1,B03,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,16,1,51,3,10,3,4,7,5,1,8,2,2,,8,8,1,22,9,121.565489,25.08397592
111,7,23,12,26,2,12內湖區,內湖區環山路1段25號對面,0,0,1,2,C03,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,16,1,29,2,9,1,1,7,9,1,10,2,11,,44,8,1,22,9,121.565489,25.08397592
111,7,23,12,28,2,05中正區,中正區羅斯福路4段與羅斯福路4段196巷口口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,5,1,17,1,63,3,10,2,1,7,5,1,8,1,2,,42,42,1,22,9,121.5366335,25.01186157
111,7,23,12,28,2,05中正區,中正區羅斯福路4段與羅斯福路4段196巷口口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,5,1,17,1,36,2,9,1,1,7,9,1,10,1,14,,44,42,1,22,9,121.5366335,25.01186157
111,7,23,12,30,2,03中山區,中山區中山北路2段39巷6-1號,0,0,2,1,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,1,40,2,8,1,1,7,1,1,10,1,11,,19,19,1,22,9,121.5234853,25.0539853
111,7,23,12,30,2,03中山區,中山區中山北路2段39巷6-1號,0,0,2,2,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,2,50,3,10,1,1,7,14,1,8,1,15,,38,19,1,22,9,121.5234853,25.0539853
111,7,23,12,30,2,03中山區,中山區中山北路2段39巷6-1號,0,0,2,3,H02,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,2,47,2,9,1,5,7,19,8,20,10,15,,56,19,1,22,9,121.5234853,25.0539853
111,7,23,12,38,2,05中正區,中正區重慶南路2段與愛國西路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,12,2,54,3,10,1,1,7,6,1,8,1,2,,9,9,1,22,9,121.512609,25.0351105
111,7,23,12,38,2,05中正區,中正區重慶南路2段與愛國西路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,12,2,36,2,9,1,1,7,9,1,10,1,14,,44,9,1,22,9,121.512609,25.0351105
111,7,23,12,40,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,12,1,35,3,10,1,1,7,5,1,10,1,14,,8,8,1,5,4,121.5133109,25.04517983
111,7,23,12,40,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,12,2,31,2,7,1,1,7,9,1,10,1,12,,23,8,1,5,4,121.5133109,25.04517983
111,7,23,12,42,2,02萬華區,萬華區中華路2段236號,0,0,1,1,C04,8,1,5,40,14,7,1,5,4,5,7,4,4,8,3,4,1,16,2,65,2,9,3,4,7,7,1,11,1,14,,7,7,1,22,9,121.5044679,25.02955659
111,7,23,12,42,2,02萬華區,萬華區中華路2段236號,0,0,1,2,B03,8,1,5,40,14,7,1,5,4,5,7,4,4,8,3,4,1,16,1,45,3,10,3,4,7,9,1,8,1,5,,44,7,1,22,9,121.5044679,25.02955659
111,7,23,12,42,2,02萬華區,萬華區中華路2段236號,0,0,1,3,G03,8,1,5,40,14,7,1,5,4,5,7,4,4,8,3,4,1,16,1,42,3,10,3,4,7,14,1,1,1,15,,38,7,1,22,9,121.5044679,25.02955659
111,7,23,12,51,2,05中正區,中正區市民大道3段與新生北路1段口,0,0,1,1,B02,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,16,1,60,3,10,1,1,7,6,1,8,2,2,,9,9,1,22,9,121.5327409,25.045355
111,7,23,12,51,2,05中正區,中正區市民大道3段與新生北路1段口,0,0,1,2,C03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,16,2,40,2,3,1,1,7,9,1,10,2,14,,44,9,1,22,9,121.5327409,25.045355
111,7,23,12,52,2,07信義區,信義區福德街83號,0,0,1,1,C03,8,1,5,30,14,9,4,5,4,5,7,2,1,8,3,5,2,13,1,46,2,8,1,1,7,9,1,10,1,11,,16,16,1,22,9,121.5813736,25.03695
111,7,23,12,52,2,07信義區,信義區福德街83號,0,0,1,2,B03,8,1,5,30,14,9,4,5,4,5,7,2,1,8,3,5,2,13,1,44,3,10,1,1,7,14,1,8,1,6,,44,16,1,22,9,121.5813736,25.03695
111,7,23,12,57,2,04大安區,大安區仁愛路4段與安和路1段口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,5,2,12,1,66,3,10,1,1,7,6,1,10,9,12,,9,9,2,22,9,121.5516202,25.0380154
111,7,23,12,57,2,04大安區,大安區仁愛路4段與安和路1段口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,5,2,12,1,19,2,8,1,1,7,9,1,10,1,14,,44,9,1,22,9,121.5516202,25.0380154
111,7,23,13,5,2,03中山區,中山區民權東路3段與建國北路3段口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,22,3,10,3,4,7,9,1,8,2,1,,25,25,1,22,9,121.5373429,25.0623363
111,7,23,13,5,2,03中山區,中山區民權東路3段與建國北路3段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,36,2,9,1,4,7,9,1,10,2,14,,44,25,1,22,9,121.5373429,25.0623363
111,7,23,13,10,2,01大同區,大同區承德路3段267號,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,13,1,64,3,10,1,1,7,8,1,8,1,6,,7,7,1,22,9,121.5180638,25.07289944
111,7,23,13,10,2,01大同區,大同區承德路3段267號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,13,1,31,2,9,1,1,7,9,1,10,1,11,,14,7,1,22,9,121.5180638,25.07289944
111,7,23,13,19,2,11南港區,南港區南港路1段與南港路1段2巷口,0,0,1,1,B03,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,2,16,1,51,3,10,1,1,7,6,1,8,2,2,,9,9,1,22,9,121.6202048,25.05486439
111,7,23,13,19,2,11南港區,南港區南港路1段與南港路1段2巷口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,2,16,1,25,2,9,1,1,7,9,1,10,2,11,,44,9,1,22,9,121.6202048,25.05486439
111,7,23,13,48,2,04大安區,大安區安居街與安居街34巷口,0,0,1,1,B03,8,1,5,30,3,1,1,5,4,5,7,4,4,8,3,5,2,17,1,68,3,10,1,1,7,5,1,8,1,5,,8,8,1,22,9,121.5545346,25.0206171
111,7,23,13,48,2,04大安區,大安區安居街與安居街34巷口,0,0,1,2,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,8,3,5,2,17,1,42,2,9,1,1,7,9,1,10,1,12,,14,8,1,22,9,121.5545346,25.0206171
111,7,23,13,48,2,04大安區,大安區安居街與安居街34巷口,0,0,1,3,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,8,3,5,2,17,2,31,3,10,1,1,7,13,1,10,1,15,,44,8,1,22,9,121.5545346,25.0206171
111,7,23,13,57,2,05中正區,中正區重慶南路1段與襄陽路口,0,0,3,1,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,6,3,5,2,12,1,48,2,9,1,1,7,9,1,10,1,14,,44,44,1,22,9,121.5132232,25.04344977
111,7,23,13,57,2,05中正區,中正區重慶南路1段與襄陽路口,0,0,3,2,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,6,3,5,2,12,1,33,2,9,1,1,7,5,1,10,1,14,,44,44,1,22,9,121.5132232,25.04344977
111,7,23,13,57,2,05中正區,中正區重慶南路1段與襄陽路口,0,0,3,3,H02,8,1,5,50,3,1,1,5,4,5,7,3,1,6,3,5,2,12,2,29,2,9,1,5,7,20,8,20,1,16,,67,44,1,22,9,121.5132232,25.04344977
111,7,23,14,0,2,01大同區,大同區重慶北路2段190號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,27,2,7,1,1,7,9,1,10,1,14,,17,17,1,22,9,121.513504,25.0626161
111,7,23,14,0,2,01大同區,大同區重慶北路2段190號,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,50,3,10,1,1,7,9,1,8,1,2,,17,17,1,22,9,121.513504,25.0626161
111,7,23,14,3,2,01大同區,大同區酒泉街與酒泉街103巷口口,0,0,2,1,B03,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,2,16,2,24,3,10,1,1,7,7,1,8,1,8,,7,7,1,22,9,121.5153128,25.07197024
111,7,23,14,3,2,01大同區,大同區酒泉街與酒泉街103巷口口,0,0,2,2,C03,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,2,16,1,24,2,9,1,1,7,9,1,10,1,11,,44,7,1,22,9,121.5153128,25.07197024
111,7,23,14,3,2,01大同區,大同區酒泉街與酒泉街103巷口口,0,0,2,3,H02,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,2,16,2,23,2,8,1,5,7,20,8,20,10,16,,67,7,1,22,9,121.5153128,25.07197024
111,7,23,14,5,2,12內湖區,內湖區港墘路與堤頂大道1段口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,1,1,1,2,5,2,12,2,21,4,11,3,4,7,15,7,19,11,15,,23,23,2,22,9,121.5724656,25.07462291
111,7,23,14,5,2,12內湖區,內湖區港墘路與堤頂大道1段口,0,0,1,2,C04,8,1,5,50,3,1,1,5,4,5,7,1,1,1,2,5,2,12,2,63,2,9,1,1,7,9,3,18,1,14,,44,23,1,22,9,121.5724656,25.07462291
111,7,23,14,11,2,08士林區,士林區文林路與文林路495巷口,0,0,3,1,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,1,31,2,9,1,1,7,11,1,9,1,11,,6,6,1,22,9,121.5242468,25.0964423
111,7,23,14,11,2,08士林區,士林區文林路與文林路495巷口,0,0,3,2,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,1,28,2,9,1,1,7,9,1,10,1,11,,26,6,1,22,9,121.5242468,25.0964423
111,7,23,14,11,2,08士林區,士林區文林路與文林路495巷口,0,0,3,3,H02,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,2,31,2,9,4,5,7,20,8,20,10,16,,67,6,1,22,9,121.5242468,25.0964423
111,7,23,15,0,2,12內湖區,內湖區行善路201號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,2,67,3,10,1,1,7,6,1,8,1,2,,9,9,1,22,9,121.5824953,25.06038112
111,7,23,15,0,2,12內湖區,內湖區行善路201號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,33,2,8,1,1,7,9,1,10,1,14,,44,9,1,22,9,121.5824953,25.06038112
111,7,23,15,10,2,06松山區,松山區南京東路4段55-1號,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,4,2,15,2,48,2,9,1,1,7,6,1,10,1,12,,9,9,1,22,9,121.552516,25.05175299
111,7,23,15,10,2,06松山區,松山區南京東路4段55-1號,0,0,1,2,F01,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,4,2,15,2,29,3,10,1,1,7,11,8,20,1,16,,11,9,1,22,9,121.552516,25.05175299
111,7,23,15,28,2,03中山區,中山區民權東路1段與雙城街口,0,0,3,1,C03,8,1,5,50,14,9,1,5,4,5,7,1,1,1,3,5,1,16,2,30,2,9,1,4,7,7,1,10,2,14,,7,7,1,22,9,121.5245099,25.06282299
111,7,23,15,28,2,03中山區,中山區民權東路1段與雙城街口,0,0,3,2,C03,8,1,5,50,14,9,1,5,4,5,7,1,1,1,3,5,1,16,2,44,2,9,1,4,7,9,1,10,2,11,,44,7,1,22,9,121.5245099,25.06282299
111,7,23,15,28,2,03中山區,中山區民權東路1段與雙城街口,0,0,3,3,H02,8,1,5,50,14,9,1,5,4,5,7,1,1,1,3,5,1,16,1,29,2,9,1,5,7,17,8,20,10,16,,67,7,1,22,9,121.5245099,25.06282299
111,7,23,15,28,2,07信義區,信義區忠孝東路5段與忠孝東路5段743巷口,0,0,1,1,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,3,3,5,1,16,1,43,3,10,1,1,7,5,1,10,1,14,,8,8,1,22,9,121.5811217,25.0432797
111,7,23,15,28,2,07信義區,信義區忠孝東路5段與忠孝東路5段743巷口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,3,3,5,1,16,1,61,2,9,1,1,7,9,1,10,1,11,,25,8,1,22,9,121.5811217,25.0432797
111,7,23,15,40,2,01大同區,大同區迪化街1段209巷與迪化街1段口,0,0,1,1,B03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,9,1,59,3,10,1,1,7,2,1,8,2,7,,43,43,1,22,9,121.5094548,25.0595147
111,7,23,15,40,2,01大同區,大同區迪化街1段209巷與迪化街1段口,0,0,1,2,H01,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,9,1,76,2,8,4,5,8,20,8,20,10,15,,67,43,1,22,9,121.5094548,25.0595147
111,7,23,15,49,2,10文山區,文山區木新路3段與一壽街口口,0,0,1,1,A04,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,4,2,16,1,56,3,10,1,1,7,12,1,2,1,6,,44,44,1,22,9,121.5560361,24.9804715
111,7,23,15,49,2,10文山區,文山區木新路3段與一壽街口口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,4,2,16,1,22,2,9,1,1,7,9,1,10,1,14,,44,44,1,22,9,121.5560361,24.9804715
111,7,23,15,49,2,10文山區,文山區木新路3段與一壽街口口,0,0,1,3,B01,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,4,2,16,1,60,3,10,1,1,7,3,1,4,1,15,,44,44,1,22,9,121.5560361,24.9804715
111,7,23,16,0,2,06松山區,松山區民生東路5段27巷9弄與光復北路口口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,16,1,26,3,10,1,1,7,11,1,8,1,4,,10,10,1,22,9,121.5549505,25.05986398
111,7,23,16,0,2,06松山區,松山區民生東路5段27巷9弄與光復北路口口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,16,2,40,2,9,1,1,7,9,1,9,1,11,,44,10,1,22,9,121.5549505,25.05986398
111,7,23,16,30,2,11南港區,南港區忠孝東路5段與玉成街口,0,0,3,1,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,16,1,57,2,9,1,1,7,6,1,10,2,12,,9,9,1,22,9,121.582591,25.04502065
111,7,23,16,30,2,11南港區,南港區忠孝東路5段與玉成街口,0,0,3,2,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,16,1,19,2,9,1,1,7,9,1,10,2,11,,44,9,1,22,9,121.582591,25.04502065
111,7,23,16,30,2,11南港區,南港區忠孝東路5段與玉成街口,0,0,3,3,H02,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,16,1,19,2,9,4,5,7,20,8,20,10,16,,67,9,1,22,9,121.582591,25.04502065
111,7,23,16,48,2,03中山區,中山區農安街227巷3弄與民權東路2段135巷口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,46,2,9,1,1,7,9,1,10,1,11,,6,6,1,22,9,121.535064,25.06509071
111,7,23,16,48,2,03中山區,中山區農安街227巷3弄與民權東路2段135巷口,0,0,2,2,B03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,45,3,10,1,1,7,9,1,8,1,5,,14,6,1,22,9,121.535064,25.06509071
111,7,23,16,48,2,03中山區,中山區農安街227巷3弄與民權東路2段135巷口,0,0,2,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,8,2,9,1,1,7,21,8,20,10,15,,67,6,1,22,9,121.535064,25.06509071
111,7,23,16,50,2,03中山區,中山區林森北路與南京東路1段口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,1,46,3,10,3,4,7,7,1,8,2,8,,7,7,1,22,9,121.5253817,25.0519096
111,7,23,16,50,2,03中山區,中山區林森北路與南京東路1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,1,60,2,9,1,4,7,9,1,10,8,15,,23,7,1,22,9,121.5253817,25.0519096
111,7,23,16,57,2,05中正區,中正區鄭州路與重慶北路1段口,0,0,1,1,B03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,1,16,1,42,3,10,1,1,7,5,1,8,2,2,,25,25,1,22,9,121.5133114,25.0492992
111,7,23,16,57,2,05中正區,中正區鄭州路與重慶北路1段口,0,0,1,2,C03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,1,16,1,18,2,9,1,1,7,9,1,10,2,11,,44,25,1,22,9,121.5133114,25.0492992
111,7,23,17,1,2,09北投區,北投區承德路7段344巷與吉利街口,0,0,1,1,B03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,1,61,3,10,3,4,7,5,1,8,1,8,,6,6,1,22,9,121.5049132,25.11808381
111,7,23,17,1,2,09北投區,北投區承德路7段344巷與吉利街口,0,0,1,2,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,1,55,2,9,1,1,7,9,1,10,1,11,,13,6,1,22,9,121.5049132,25.11808381
111,7,23,17,20,2,09北投區,北投區杏林二路與杏林二路60巷口,0,0,3,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,15,2,9,1,1,7,9,2,18,2,11,,6,6,1,22,9,121.4970112,25.14236587
111,7,23,17,20,2,09北投區,北投區杏林二路與杏林二路60巷口,0,0,3,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,56,2,9,1,1,7,9,1,10,2,11,,23,6,1,22,9,121.4970112,25.14236587
111,7,23,17,20,2,09北投區,北投區杏林二路與杏林二路60巷口,0,0,3,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,15,2,9,1,5,7,20,8,20,10,16,,67,6,1,22,9,121.4970112,25.14236587
111,7,23,17,29,2,11南港區,南港區市民大道7段與忠孝東路6段225巷5弄口,0,0,3,1,C03,8,1,5,50,3,1,1,5,4,5,6,4,4,3,4,3,2,17,1,22,2,9,1,4,7,6,1,10,2,13,,9,9,1,22,9,121.5881328,25.05031
111,7,23,17,29,2,11南港區,南港區市民大道7段與忠孝東路6段225巷5弄口,0,0,3,2,C03,8,1,5,50,3,1,1,5,4,5,6,4,4,3,4,3,2,17,1,49,2,9,1,4,7,9,1,10,2,12,,16,9,1,22,9,121.5881328,25.05031
111,7,23,17,29,2,11南港區,南港區市民大道7段與忠孝東路6段225巷5弄口,0,0,3,3,C03,8,1,5,50,3,1,1,5,4,5,6,4,4,3,4,3,2,17,2,29,2,9,1,4,7,9,1,10,2,12,,23,9,1,22,9,121.5881328,25.05031
111,7,23,17,43,2,03中山區,中山區民生東路2段與新生北路2段口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,3,5,1,16,1,45,3,10,3,4,7,6,1,8,1,6,,9,9,1,22,9,121.5278066,25.0579376
111,7,23,17,43,2,03中山區,中山區民生東路2段與新生北路2段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,3,5,1,16,1,26,2,8,1,1,7,6,1,10,1,14,,44,9,1,22,9,121.5278066,25.0579376
111,7,23,17,54,2,06松山區,松山區民權東路3段158號,0,0,3,1,B01,8,1,5,50,14,9,1,5,4,5,7,2,1,9,4,5,2,12,1,61,3,10,1,1,7,8,1,4,2,5,,7,7,1,22,9,121.5479043,25.06195964
111,7,23,17,54,2,06松山區,松山區民權東路3段158號,0,0,3,2,C03,8,1,5,50,14,9,1,5,4,5,7,2,1,9,4,5,2,12,1,42,2,9,1,1,7,9,1,10,2,13,,23,7,1,22,9,121.5479043,25.06195964
111,7,23,17,54,2,06松山區,松山區民權東路3段158號,0,0,3,3,C03,8,1,5,50,14,9,1,5,4,5,7,2,1,9,4,5,2,12,2,51,2,7,1,1,7,9,1,10,2,11,,23,7,1,22,9,121.5479043,25.06195964
111,7,23,17,54,2,06松山區,松山區民權東路3段158號,0,0,3,4,H02,8,1,5,50,14,9,1,5,4,5,7,2,1,9,4,5,2,12,1,39,2,9,1,1,7,20,8,20,10,16,,67,7,1,22,9,121.5479043,25.06195964
111,7,23,17,58,2,01大同區,大同區西寧北路與鄭州路口,0,0,1,1,B03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,17,2,38,3,10,1,1,7,9,1,8,1,1,,16,16,1,22,9,121.5081992,25.0505998
111,7,23,17,58,2,01大同區,大同區西寧北路與鄭州路口,0,0,1,2,C03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,17,2,19,2,9,1,1,7,5,1,10,1,13,,44,16,1,22,9,121.5081992,25.0505998
111,7,23,18,4,2,09北投區,北投區大度路3段與中央北路4段601巷口,0,0,4,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,15,1,28,2,9,1,1,7,9,1,10,2,11,,25,25,1,22,9,121.4645218,25.1239097
111,7,23,18,4,2,09北投區,北投區大度路3段與中央北路4段601巷口,0,0,4,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,15,1,45,2,9,1,1,7,1,1,10,2,12,,44,25,1,22,9,121.4645218,25.1239097
111,7,23,18,4,2,09北投區,北投區大度路3段與中央北路4段601巷口,0,0,4,3,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,15,1,24,2,9,1,1,7,1,1,10,2,11,,44,25,1,22,9,121.4645218,25.1239097
111,7,23,18,4,2,09北投區,北投區大度路3段與中央北路4段601巷口,0,0,4,4,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,15,2,21,2,9,1,5,7,20,8,20,10,16,,67,25,1,22,9,121.4645218,25.1239097
111,7,23,19,3,2,07信義區,信義區信義路5段與松德路口,0,0,1,1,B01,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,16,1,64,3,10,1,1,7,5,1,4,1,2,,6,6,1,22,9,121.5745837,25.033449
111,7,23,19,3,2,07信義區,信義區信義路5段與松德路口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,16,1,18,2,9,1,1,7,9,1,10,1,11,,44,6,1,22,9,121.5745837,25.033449
111,7,23,20,25,2,03中山區,中山區松江路469巷與建國北路3段口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,12,1,54,2,9,1,1,7,7,1,10,1,14,,7,7,1,5,9,121.5340134,25.0671457
111,7,23,20,25,2,03中山區,中山區松江路469巷與建國北路3段口,0,0,1,2,B03,8,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,12,2,28,3,10,1,1,7,9,1,8,1,2,,44,7,1,22,9,121.5340134,25.0671457
111,7,23,20,25,2,05中正區,中正區館前路與襄陽路口,0,0,1,1,C03,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,11,1,28,2,8,1,1,7,5,1,10,2,12,,25,25,1,22,9,121.5148855,25.0434352
111,7,23,20,25,2,05中正區,中正區館前路與襄陽路口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,11,1,45,3,10,1,1,7,9,1,10,2,12,,25,25,1,22,9,121.5148855,25.0434352
111,7,23,20,34,2,01大同區,大同區延平北路2段223號,0,0,1,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,8,3,5,1,13,1,42,2,9,1,1,7,9,1,10,2,11,,23,23,1,22,9,121.5113982,25.06034247
111,7,23,20,34,2,01大同區,大同區延平北路2段223號,0,0,1,2,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,8,3,5,1,13,1,47,3,10,1,1,7,9,1,8,2,3,,44,23,1,22,9,121.5113982,25.06034247
111,7,23,20,55,2,05中正區,中正區仁愛路1段與紹興南街口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,29,3,10,1,1,7,5,1,10,2,7,,26,26,1,22,9,121.5233685,25.0384442
111,7,23,20,55,2,05中正區,中正區仁愛路1段與紹興南街口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,34,2,9,1,1,7,9,1,10,2,11,,44,26,1,22,9,121.5233685,25.0384442
111,7,23,21,47,2,05中正區,中正區羅斯福路2段與和平西路1段口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,4,7,1,1,1,4,5,2,17,1,26,3,10,1,1,7,15,1,10,2,15,,49,49,1,22,9,121.5224207,25.0270441
111,7,23,21,47,2,05中正區,中正區羅斯福路2段與和平西路1段口,0,0,1,2,C04,8,3,5,50,4,1,1,5,4,4,7,1,1,1,4,5,2,17,1,33,2,9,1,1,7,9,1,10,2,11,,44,49,1,22,9,121.5224207,25.0270441
111,7,23,21,47,2,05中正區,中正區羅斯福路2段與和平西路1段口,0,0,1,3,H02,8,3,5,50,4,1,1,5,4,4,7,1,1,1,4,5,2,17,2,34,4,11,1,1,7,20,8,20,10,16,,67,49,1,22,9,121.5224207,25.0270441
111,7,23,21,51,2,04大安區,大安區敦化南路1段236巷與仁愛路4段71巷口,0,0,2,1,C03,7,3,5,30,4,1,1,5,4,5,7,4,4,9,4,5,2,15,1,40,2,9,1,1,7,9,1,10,1,14,,42,42,1,22,9,121.5471914,25.04053411
111,7,23,21,51,2,04大安區,大安區敦化南路1段236巷與仁愛路4段71巷口,0,0,2,2,C03,7,3,5,30,4,1,1,5,4,5,7,4,4,9,4,5,2,15,1,21,2,9,1,1,7,9,1,10,1,11,,6,42,1,22,9,121.5471914,25.04053411
111,7,23,22,0,2,10文山區,文山區恆光街30巷15號264號停車格,0,0,1,1,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,13,1,35,2,8,1,1,7,9,1,10,1,11,,23,23,1,22,9,121.5665024,24.98159619
111,7,23,22,0,2,10文山區,文山區恆光街30巷15號264號停車格,0,0,1,2,B03,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,13,1,37,3,10,1,1,7,13,1,8,9,7,,44,23,1,22,9,121.5665024,24.98159619
